Poland,  Population size (1-year)     Last modified: 08-Jul-2011, MPv5 (May07)

Year     Age      Female         Male        Total
2002      72     172463.86    114542.84    287006.70
2002      73     162274.71    102818.40    265093.11
2002      74     152097.61     90656.13    242753.74
2002      75     147690.71     82502.54    230193.25
2002      76     142979.05     76070.38    219049.43
2002      77     133558.91     68152.61    201711.52
2002      78     124697.25     62086.96    186784.21
2002      79     110597.81     54077.87    164675.68
2002      80      92296.31     44295.09    136591.40
2002      81      80125.06     38168.51    118293.57
2002      82      67058.87     30039.95     97098.82
2002      83      43038.26     18348.67     61386.93
2002      84      37740.12     16397.43     54137.55
2002      85      36283.99     14887.92     51171.91
2002      86      35703.77     13297.90     49001.67
2002      87      38369.31     14297.82     52667.13
2002      88      32737.31     11867.40     44604.71
2002      89      27931.90      9592.12     37524.02
2002      90      21439.01      6965.00     28404.01
2002      91      17242.83      5695.78     22938.61
2002      92      12966.21      4045.48     17011.69
2002      93       9108.98      2847.69     11956.67
2002      94       6685.57      1981.88      8667.45
2002      95       4429.86      1294.21      5724.07
2002      96       2837.52       768.04      3605.56
2002      97       2032.43       508.26      2540.69
2002      98       1156.55       314.32      1470.87
2002      99        774.18       187.10       961.28
2002     100        438.47       102.46       540.93
2002     101        318.94        95.37       414.31
2002     102        138.91        31.30       170.21
2002     103         82.45        15.14        97.59
2002     104         40.95        15.04        55.99
2002     105         25.98         7.88        33.86
2002     106         13.49         5.68        19.17
2002     107         12.30         5.36        17.66
2002     108          6.91         3.08         9.99
2002     109          5.34         3.20         8.54
2002     110+         5.64         3.54         9.18
2003       0     171109.00    181445.00    352554.00
2003       1     176754.00    185774.00    362528.00
2003       2     183398.00    193092.00    376490.00
2003       3     185669.00    195123.00    380792.00
2003       4     190621.00    201300.00    391921.00
2003       5     198676.00    208854.00    407530.00
2003       6     208146.00    219013.00    427159.00
2003       7     214646.00    224281.00    438927.00
2003       8     227497.00    236788.00    464285.00
2003       9     236343.00    247204.00    483547.00
2003      10     247117.00    258297.00    505414.00
2003      11     261091.00    274552.00    535643.00
2003      12     268405.00    281393.00    549798.00
2003      13     271189.00    284995.00    556184.00
2003      14     279331.00    292161.00    571492.00
2003      15     284683.00    299940.00    584623.00
2003      16     300543.00    314548.00    615091.00
2003      17     322503.00    337204.00    659707.00
2003      18     332349.00    346581.00    678930.00
2003      19     340415.00    352410.00    692825.00
2003      20     325655.00    339407.00    665062.00
2003      21     312032.00    322342.00    634374.00
2003      22     317759.00    326957.00    644716.00
2003      23     311991.00    322744.00    634735.00
2003      24     304534.00    313625.00    618159.00
2003      25     299444.00    309674.00    609118.00
2003      26     302331.00    310966.00    613297.00
2003      27     293248.00    300571.00    593819.00
2003      28     282265.00    291463.00    573728.00
2003      29     271719.00    279149.00    550868.00
2003      30     263163.00    271474.00    534637.00
2003      31     252898.00    259267.00    512165.00
2003      32     246482.00    253894.00    500376.00
2003      33     236791.00    243316.00    480107.00
2003      34     233783.00    240518.00    474301.00
2003      35     231235.00    236854.00    468089.00
2003      36     233319.00    238879.00    472198.00
2003      37     237893.00    243140.00    481033.00
2003      38     243978.00    248831.00    492809.00
2003      39     250513.00    254164.00    504677.00
2003      40     253581.00    257000.00    510581.00
2003      41     264346.00    265731.00    530077.00
2003      42     283108.00    281463.00    564571.00
2003      43     299985.00    298643.00    598628.00
2003      44     313074.00    310088.00    623162.00
2003      45     319752.00    314685.00    634437.00
2003      46     318707.00    312347.00    631054.00
2003      47     322211.00    314419.00    636630.00
2003      48     313331.00    301246.00    614577.00
2003      49     311017.00    297894.00    608911.00
2003      50     308941.00    293551.00    602492.00
2003      51     305122.00    285879.00    591001.00
2003      52     292975.00    275009.00    567984.00
2003      53     279612.00    259356.00    538968.00
2003      54     271683.00    251054.00    522737.00
2003      55     253999.00    232552.00    486551.00
2003      56     233213.00    208880.00    442093.00
2003      57     170304.00    150185.00    320489.00
2003      58     167664.00    145524.00    313188.00
2003      59     162866.00    140195.00    303061.00
2003      60     160652.00    136361.00    297013.00
2003      61     171189.00    143927.00    315116.00
2003      62     180939.00    148113.00    329052.00
2003      63     182770.00    146884.00    329654.00
2003      64     181814.00    143307.00    325121.00
2003      65     183204.00    142743.00    325947.00
2003      66     186577.00    141983.00    328560.00
2003      67     182665.00    137165.00    319830.00
2003      68     177214.00    130101.00    307315.00
2003      69     171864.00    124732.00    296596.00
2003      70     178496.00    124873.00    303369.00
2003      71     176688.00    122606.00    299294.00
2003      72     179599.00    119569.00    299168.00
2003      73     165429.00    106747.00    272176.00
2003      74     158445.00     97464.00    255909.00
2003      75     145315.00     84193.00    229508.00
2003      76     141973.00     76122.00    218095.00
2003      77     141521.00     73039.00    214560.00
2003      78     124379.00     61029.00    185408.00
2003      79     117345.00     56649.00    173994.00
2003      80     105190.00     49034.00    154224.00
2003      81      83901.00     38775.00    122676.00
2003      82      74623.00     34912.00    109535.00
2003      83      61445.87     26565.95     88011.82
2003      84      39013.26     16003.67     55016.93
2003      85      33831.12     14235.43     48066.55
2003      86      32170.99     12694.92     44865.91
2003      87      31149.77     11161.90     42311.67
2003      88      32834.31     11824.82     44659.13
2003      89      27519.31      9648.40     37167.71
2003      90      23243.90      7588.12     30832.02
2003      91      17392.01      5449.00     22841.01
2003      92      13751.83      4383.78     18135.61
2003      93      10045.21      3003.48     13048.69
2003      94       6875.98      2151.69      9027.67
2003      95       4924.57      1431.88      6356.45
2003      96       3210.86       945.21      4156.07
2003      97       2015.52       530.04      2545.56
2003      98       1361.43       332.26      1693.69
2003      99        772.55       209.32       981.87
2003     100        523.18       126.10       649.28
2003     101        299.47        73.46       372.93
